REF_PARCELA,X,Y,DIRECCION_CATASTRO,ESTADO_CATASTRO,ZONA
5365011BC5956S,0.181771354021654,38.7813281543657,AV AUGUSTA 44 JAVEA/XABIA (ALICANTE),OK,7
03082A02200164,0.137235520422315,38.7756255260835,CR GATA 64 Polígono 22 Parcela 164 PLANET. JAVEA/XABIA (ALICANTE),OK,1
4330912BC5942N,,,,SIN_COORDENADAS,
03082A01600039,0.127876469908512,38.7704451067581,CM BENIMELLS 6(D) Polígono 16 Parcela 39 BENIMELLS. JAVEA/XABIA (ALICANTE),OK,1
03082A00900079,0.215381110088968,38.7556876511237,Polígono 9 Parcela 79 CAP MARTI. JAVEA/XABIA (ALICANTE),OK,12
03082A00400327,0.168094376420682,38.7997606817345,CM PLANA DE SANT JERONI LA  Polígono 4 Parcela 327 LA PLANA. JAVEA/XABIA (ALICANTE),OK,1
03082A02100514,0.12191364282175,38.7853228876297,Polígono 21 Parcela 514 VALLS. JAVEA/XABIA (ALICANTE),OK,1
3897004BC5937S,0.165511775415518,38.7860321249938,CL DEL FREGINAL 14 JAVEA/XABIA (ALICANTE),OK,9
03082A02100403,0.1170872094262,38.7882404348168,Polígono 21 Parcela 403 VALLS. JAVEA/XABIA (ALICANTE),OK,1
03082A00400007,0.163088266201485,38.8087339791706,CM COVA TALLADA 6(A) Polígono 4 Parcela 7 LA PLANA. JAVEA/XABIA (ALICANTE),OK,1
03082A03000004,0.140288921043464,38.7690906911213,Polígono 30 Parcela 4 TARRAULA. JAVEA/XABIA (ALICANTE),OK,1
3533927BC5933S,0.163203550568983,38.7538807860011,CM SABATERA LA 20 JAVEA/XABIA (ALICANTE),OK,1
03082A03100196,0.140118018942471,38.7733350248492,"CM RIBES LES 23 Polígono 31 Parcela 196 31/113,114,0017009BC5905S LA RIBA. JAVEA/XABIA (ALICANTE)",OK,1
03082A01600166,0.138988884109888,38.7680887134715,Polígono 16 Parcela 166 FONTANELLES. JAVEA/XABIA (ALICANTE),OK,1
03082A03000155,,,,SIN_COORDENADAS,
03082A00100171,0.138602417226673,38.7925324568807,CM DELS CASTELLANS 100 Polígono 1 Parcela 171 0022001BC5905N CASTELLANS. JAVEA/XABIA (ALICANTE),OK,2
03082A02100582,0.127144908793176,38.7860333932949,CL BENIMADROCS 35(D) Polígono 21 Parcela 582 BENIMADROC. JAVEA/XABIA (ALICANTE),OK,1
6645108BC5964N,0.19743241428463,38.7643341235288,CL ATENAS 54(A) JAVEA/XABIA (ALICANTE),OK,11
0015028BC5905N,0.16767971669754,38.8010342621717,CM PEDRES LES 14 JAVEA/XABIA (ALICANTE),OK,1
3966438BC5937S,0.166234203640203,38.7909695332726,CL DEL PATRAIX 16 JAVEA/XABIA (ALICANTE),OK,5
0004001BC5905N,0.162826779602183,38.8096436841002,CM COVA TALLADA 5 JAVEA/XABIA (ALICANTE),OK,1
0019019BC5950N,0.224063187070325,38.7532080700293,CL BARRACA LA 99 JAVEA/XABIA (ALICANTE),OK,12
2853611BC5925S,0.154522678561769,38.7701912002904,CL RIO GUADALOPE 10 JAVEA/XABIA (ALICANTE),OK,1
0176309BC5907N,0.121402020902797,38.7910013135109,CR DE JESUS POBRE 48 JAVEA/XABIA (ALICANTE),OK,1
0010046BC5905N,0.17616409009699,38.8043199662642,CR CAP DE SANT ANTONI 28 JAVEA/XABIA (ALICANTE),OK,1
0014009BC4955S,0.106126118932502,38.7787957267225,CR GATA 138 JAVEA/XABIA (ALICANTE),OK,1
3571622BC5936N,0.16104833915791,38.7835835284638,CM SORTETES 16 JAVEA/XABIA (ALICANTE),OK,10
03082A02000538,0.111483890974457,38.7770571248304,CR GATA 152 Polígono 20 Parcela 538 VALLS. JAVEA/XABIA (ALICANTE),OK,1
0025008BC5905S,0.175768272297844,38.7687396878748,CM BASSES 32 JAVEA/XABIA (ALICANTE),OK,1
6047226BC5964N,0.191373374391162,38.7645728963058,CL METEORA 5 JAVEA/XABIA (ALICANTE),OK,11
3664313BC5937S,0.162328075593083,38.7889548796223,CL SANT PERE MARTIR 4 JAVEA/XABIA (ALICANTE),OK,3
0176303BC5907N,0.123105058871064,38.7908655483744,CR DE JESUS POBRE 175 JAVEA/XABIA (ALICANTE),OK,1
0015002BC5905S,0.173311545557439,38.780114534272,CL SENIA VELLA LA 7 JAVEA/XABIA (ALICANTE),OK,1
3373001BC5937S,0.158204197513095,38.788117173027,CL TEULERIA DE LA 15 JAVEA/XABIA (ALICANTE),OK,2
0020008BC5905S,0.169100921675758,38.7748883944124,SD RECTORS ELS 11 JAVEA/XABIA (ALICANTE),OK,1
0025004BC5905S,0.176729330079813,38.7701693788888,CM BASSES 17 JAVEA/XABIA (ALICANTE),OK,1
0024015BC5900N,0.163548827112205,38.7465593304519,CL LAGO BALATON 6 JAVEA/XABIA (ALICANTE),OK,1
5180407BC5958S,,,,SIN_COORDENADAS,
0025014BC5905S,0.169862191882276,38.7715618563591,SD RECTORS ELS 17 JAVEA/XABIA (ALICANTE),OK,1
0011003BC5955N,0.181015008316226,38.8038063699888,CR CAP DE SANT ANTONI 142 JAVEA/XABIA (ALICANTE),OK,1
0017004BC5950S,0.19452408767369,38.7312585917524,CM ANCLA 4 JAVEA/XABIA (ALICANTE),OK,12
0009010BC5905N,0.161960620574801,38.8040005927195,CM COVA TALLADA 2 JAVEA/XABIA (ALICANTE),OK,1
3051713BC5925S,0.155896599485203,38.769297070231,CL RIO GUADALOPE 13 JAVEA/XABIA (ALICANTE),OK,1
0015007BC5905S,0.173599348604836,38.7769458143886,CM POU DEL MORO 9 JAVEA/XABIA (ALICANTE),OK,1
0015027BC5905S,0.17367210654853,38.7767677498768,CM POU DEL MORO 11 JAVEA/XABIA (ALICANTE),OK,1
3664301BC5937S,0.162007322135529,38.7890749250906,CL SANTA LLUCIA 4(D) JAVEA/XABIA (ALICANTE),OK,3
4281604BC5948S,0.167464763342565,38.7955293432412,CL ALBERIC 6 JAVEA/XABIA (ALICANTE),OK,1
0020006BC5900N,0.171392661977146,38.7498926740619,CL ANTONIO CLAVE 2 JAVEA/XABIA (ALICANTE),OK,12
4977311BC5947N,0.1776699799743,38.7932436155495,AV BOTANIC CABANILLES 13 JAVEA/XABIA (ALICANTE),OK,6
3661304BC5937S,0.160798494418665,38.7862855487369,CL DE LA FONT 17 JAVEA/XABIA (ALICANTE),OK,10
3976203BC5937N,0.165400715922354,38.790944526053,CL DE CERVANTES 5 JAVEA/XABIA (ALICANTE),OK,5
7019202BC5971N,0.203467059347172,38.7402565320942,CR GUARDIA LA 581 JAVEA/XABIA (ALICANTE),OK,12
0004017BC5900S,0.164166699645805,38.744289467604,CM CANSALADES 186 JAVEA/XABIA (ALICANTE),OK,1
5381308BC5958S,0.181492596135153,38.7960939712476,CL GRUPO BARTOLOME ROS 9 JAVEA/XABIA (ALICANTE),OK,6
3670401BC5936N,0.162782012817347,38.7854282424177,AV PALMELA DE 16 JAVEA/XABIA (ALICANTE),OK,9
0009002BC5905N,0.162627272635687,38.8071215630082,CM COVA TALLADA 4 JAVEA/XABIA (ALICANTE),OK,1
0014010BC4955S,0.107861538040205,38.7785473797867,CL DE L'ENTRADOR DE GRIMALT 8 JAVEA/XABIA (ALICANTE),OK,1
3563411BC5937S,0.161484260944254,38.7880139823539,CL SANT BLAI 2 JAVEA/XABIA (ALICANTE),OK,3
3664212BC5937S,0.162207178357942,38.7892483460609,CL SOR CATERINA BAS 4 JAVEA/XABIA (ALICANTE),OK,3
3965701BC5937S,0.164475497955719,38.7898632010673,AV D'ALACANT 2 JAVEA/XABIA (ALICANTE),OK,5
2452905BC5925S,0.150334814076196,38.7690057944775,CL MAR DE CARA 11 JAVEA/XABIA (ALICANTE),OK,1
3372101BC5937S,0.158065633490529,38.7873812576842,CL DE SANT DOMÈNEC 45 JAVEA/XABIA (ALICANTE),OK,2
0019002BC5905N,,,,SIN_COORDENADAS,
0025017BC4955N,0.116125853633002,38.7890712123739,CM VALLS LES 24 JAVEA/XABIA (ALICANTE),OK,1
3638103BC5933N,0.163127161691011,38.7569752679788,CM SABATERA LA 162 JAVEA/XABIA (ALICANTE),OK,1
03082A02000537,0.11122682258246,38.7770726555611,CR GATA 154 Polígono 20 Parcela 537 VALLS. JAVEA/XABIA (ALICANTE),OK,1
5482706BC5958S,0.182073037895045,38.7965761048117,CL CHURRUCA 18 JAVEA/XABIA (ALICANTE),OK,6
3762824BC5937S,0.16392237359266,38.7878967379822,CL DE GABRIEL MIRO 4 JAVEA/XABIA (ALICANTE),OK,9
3273407BC5937S,0.157656909481298,38.7876871731508,CL DELS JURATS 4 JAVEA/XABIA (ALICANTE),OK,2
3372123BC5937S,0.159458497881666,38.7876846187831,CL DE DAMIÀ GINER 1 JAVEA/XABIA (ALICANTE),OK,2
5381303BC5958S,0.181421609124966,38.7963963210339,CL GRUPO BARTOLOME ROS 19 JAVEA/XABIA (ALICANTE),OK,6
5279507BC5957N,0.180730480533079,38.7939958664599,CL DOCTOR FLEMING 2 JAVEA/XABIA (ALICANTE),OK,6
3372122BC5937S,0.159418181965379,38.7877171524105,CL DE DAMIÀ GINER 3 JAVEA/XABIA (ALICANTE),OK,2
4077518BC5937N,0.166298268394563,38.7914730845695,CL DE CALDERON 8 JAVEA/XABIA (ALICANTE),OK,5
0004001BC4955S,0.108703732452262,38.784537223109,CL ASSAGADOR DE LES VALLS 17 JAVEA/XABIA (ALICANTE),OK,1
3273406BC5937S,0.157679271474314,38.7876516804926,CL DELS JURATS 2 JAVEA/XABIA (ALICANTE),OK,2
5381304BC5958S,0.181438524206858,38.7963381690122,CL GRUPO BARTOLOME ROS 17 JAVEA/XABIA (ALICANTE),OK,6
3462323BC5937S,0.160288603500926,38.786640816923,CL LLARG 41 JAVEA/XABIA (ALICANTE),OK,10
0015006BC4955S,0.11931426878486,38.7782357039052,CR GATA 126(D) JAVEA/XABIA (ALICANTE),OK,1
6047206BC5954N,0.189898345358611,38.7672650016127,CM DE LA MORERA 16 JAVEA/XABIA (ALICANTE),OK,11
3764802BC5937S,0.162602205717749,38.7892436217688,CL SANTA MARTA 10 JAVEA/XABIA (ALICANTE),OK,3
3935113BC5943N,0.168341756708648,38.7545446964118,CL LAGO KIVU 6 JAVEA/XABIA (ALICANTE),OK,1
0015021BC4955S,0.111110420683266,38.7759390241116,CM FORANDONS 2 JAVEA/XABIA (ALICANTE),OK,1
0014017BC4955S,0.108518198362408,38.7786155413902,PD JULIANS 10 JAVEA/XABIA (ALICANTE),OK,1
3676313BC5937N,0.161955145323705,38.790933438775,CL DE SANT SEBASTIÀ PATRO XÀ 14 JAVEA/XABIA (ALICANTE),OK,4
3662821BC5937S,0.162062692882656,38.7875590207899,RD SUD 56(D) JAVEA/XABIA (ALICANTE),OK,9
3762823BC5937S,0.163902046699783,38.7879390382632,CL DE GABRIEL MIRO 2 JAVEA/XABIA (ALICANTE),OK,9
0002016BC5900N,0.14109033764106,38.7658921031613,CM TARRAULLA 68 JAVEA/XABIA (ALICANTE),OK,1
3863105BC5937S,0.164433570578919,38.78855556881,CL ROQUES 28 JAVEA/XABIA (ALICANTE),OK,4
3664211BC5937S,0.162362902516152,38.7893011412128,CL SOR CATERINA BAS 2 JAVEA/XABIA (ALICANTE),OK,3
2252513BC5925S,0.146641900814659,38.7696319299992,CM CABANES 265 JAVEA/XABIA (ALICANTE),OK,1
0020004BC4955S,0.109800668877481,38.772471644173,CM COSTERES 7 JAVEA/XABIA (ALICANTE),OK,1
6349111BC5965S,0.195181769812624,38.7684682829132,CL ATENAS 22 JAVEA/XABIA (ALICANTE),OK,11
3372135BC5937S,0.158508288667684,38.7874030224045,CL DEL DOCTOR BORRULL 34 JAVEA/XABIA (ALICANTE),OK,2
3127812BC5932N,0.159389713841665,38.748521388077,CL LAGO SAIMAA 29 JAVEA/XABIA (ALICANTE),OK,1
0001030BC5905S,0.124338123386805,38.7885507399414,CM VELL DE PEDREGUER 27 JAVEA/XABIA (ALICANTE),OK,1
0015026BC5905S,0.167717656189366,38.7781559549487,CM BARRANC DE LLUCA 11 JAVEA/XABIA (ALICANTE),OK,1
3472024BC5937S,0.159625612742509,38.7868367685434,CL DE SANT CRISTOFOL 29 JAVEA/XABIA (ALICANTE),OK,10
3662823BC5937S,0.161595598225631,38.7874192847155,RD SUD 72 JAVEA/XABIA (ALICANTE),OK,9
3463020BC5937S,0.159627362124605,38.7877571071102,CL DEL DOCTOR BORRULL 8 JAVEA/XABIA (ALICANTE),OK,2
5381305BC5958S,0.18145631754458,38.7962752632663,CL GRUPO BARTOLOME ROS 15 JAVEA/XABIA (ALICANTE),OK,6
3935116BC5933N,0.165758844875771,38.7539565232227,CL LAGO TANA 34 JAVEA/XABIA (ALICANTE),OK,1
0014019BC5905N,0.16426110983457,38.8020713962795,CR CAP DE SANT ANTONI 8 JAVEA/XABIA (ALICANTE),OK,1
3966422BC5937S,0.166364183412787,38.7909256595185,CL DEL PATRAIX 9 JAVEA/XABIA (ALICANTE),OK,5
3373024BC5937S,0.158145002758826,38.7878747346286,CL NOU 60 JAVEA/XABIA (ALICANTE),OK,2
1774412BC5917S,0.140246723701602,38.7887732887736,CL AMPOSTA 10 JAVEA/XABIA (ALICANTE),OK,2
7538925BC5973N,0.208767714735931,38.7583687450527,CL ESCORPA 20(D) JAVEA/XABIA (ALICANTE),OK,12
3463015BC5937S,0.160184679426917,38.7884593314148,CL NOU 1 JAVEA/XABIA (ALICANTE),OK,2
5381310BC5958S,0.181499653722043,38.7959646781404,CL GRUPO BARTOLOME ROS 5 JAVEA/XABIA (ALICANTE),OK,6
0001033BC5905S,0.124171902685109,38.7885047518458,CM VELL DE PEDREGUER 23 JAVEA/XABIA (ALICANTE),OK,1
5454103BC5955S,0.183622880358693,38.7726366544778,CL SAINT TROPEZ 4 JAVEA/XABIA (ALICANTE),OK,11
03082A03300087,0.150558881056742,38.7707468196203,CM CABANES 144 Polígono 33 Parcela 87 COMUNES. JAVEA/XABIA (ALICANTE),OK,1
3377409BC5937N,0.159093963260471,38.792122448732,CL FINISTERRE 6 JAVEA/XABIA (ALICANTE),OK,3
03082A02100066,0.112523618902228,38.7889080114831,CM VELL DE PEDREGUER 61 Polígono 21 Parcela 66 VALLS. JAVEA/XABIA (ALICANTE),OK,1
6645111BC5964N,0.197544622712796,38.7666214178654,CL ATENAS 52 JAVEA/XABIA (ALICANTE),OK,11
3377406BC5937N,0.158884525965787,38.7935100028477,CR DENIA DE 27 JAVEA/XABIA (ALICANTE),OK,3
3463008BC5937S,0.159757537378279,38.7882932616231,CL NOU 15 JAVEA/XABIA (ALICANTE),OK,2
3767412BC5937N,0.1633251326507,38.7905075294002,CL DE LA MARE DEU DELS ANGEL 10 JAVEA/XABIA (ALICANTE),OK,4
5381311BC5958S,0.181517258706988,38.7959065427565,CL GRUPO BARTOLOME ROS 3 JAVEA/XABIA (ALICANTE),OK,6
3864105BC5937S,0.164499926654045,38.7893288240645,CL LORETO 8 JAVEA/XABIA (ALICANTE),OK,4
3764404BC5937S,0.163463750793452,38.7888715712792,CL SANT BONAVENTURA 3 JAVEA/XABIA (ALICANTE),OK,3
3472016BC5937S,0.159914056848422,38.7869183817399,CL LLARG 26 JAVEA/XABIA (ALICANTE),OK,10
4177328BC5937N,0.16632066149215,38.7923742845065,CL DE CALDERON 26 JAVEA/XABIA (ALICANTE),OK,5
3863108BC5937S,0.164306293208497,38.7884821153413,CL PORTAL DEL CLOT 1 JAVEA/XABIA (ALICANTE),OK,4
3966423BC5937S,0.166330217099055,38.7909113212627,CL DEL PATRAIX 11 JAVEA/XABIA (ALICANTE),OK,5
3966407BC5937S,0.165710886857277,38.7908852972509,CL DE CERVANTES 14 JAVEA/XABIA (ALICANTE),OK,5
3372105BC5937S,0.158322316123196,38.7873931809116,CL DE SANT DOMÈNEC 37 JAVEA/XABIA (ALICANTE),OK,2
3127820BC5932N,0.15819760233956,38.7463216695724,CL LAGO YOJOA 13 Polígono 13 JAVEA/XABIA (ALICANTE),OK,1
3664501BC5937S,0.161958980305733,38.788555987693,CL VERGE DEL PILAR 10 JAVEA/XABIA (ALICANTE),OK,3
5555101BC5955N,0.184858350097834,38.7729232124895,CR CABO DE LA NAO PLA 122 JAVEA/XABIA (ALICANTE),OK,11
0006011BC5955N,0.179051892304996,38.8054100811606,CR CAP DE SANT ANTONI 41(A) JAVEA/XABIA (ALICANTE),OK,1
6050103BC5955S,0.190134369251413,38.7688193033116,AV TAMARITS 9 JAVEA/XABIA (ALICANTE),OK,11
3472025BC5937S,0.159625951137572,38.7868601107627,CL DE SANT CRISTOFOL 27 JAVEA/XABIA (ALICANTE),OK,10
0010036BC5905N,0.171049315535509,38.804827867009,CM MONESTIR 2 JAVEA/XABIA (ALICANTE),OK,1
3563421BC5937S,0.161040584172076,38.7877976039608,CL METGE GONZALEZ 10 JAVEA/XABIA (ALICANTE),OK,3
3664317BC5937S,0.162042742583805,38.789023622402,CL SANTA LLUCIA 2 JAVEA/XABIA (ALICANTE),OK,3
3829390BC5932N,0.165363916382314,38.7483970760583,CL LAGO TITICACA 28 JAVEA/XABIA (ALICANTE),OK,1
5482705BC5958S,0.182026962213694,38.7966613918081,CL CHURRUCA 20 JAVEA/XABIA (ALICANTE),OK,6
5227007BC5957N,0.180580380081581,38.7918830767814,AV LEPANTO 16 JAVEA/XABIA (ALICANTE),OK,6
3767404BC5937N,0.163817949996286,38.790916269637,CL DEL MESTRE ANGEL RIBES 8 JAVEA/XABIA (ALICANTE),OK,4
3479127BC5937N,0.158840633656258,38.7942518376681,CL SAGRA 7 JAVEA/XABIA (ALICANTE),OK,2
2853612BC5925S,0.155157922555084,38.7699771201498,CL RIO GUADALOPE 12 JAVEA/XABIA (ALICANTE),OK,1
0017032BC5950S,0.194550368558246,38.7296668964906,CM VELL DEL MORRO DE CASTELL 3 JAVEA/XABIA (ALICANTE),OK,12
0019003BC4955S,0.104839730933286,38.773129628462,CM COSTERES 14 JAVEA/XABIA (ALICANTE),OK,1
3562821BC5937S,0.160281640666136,38.7870883178414,CL DE JESUS DE NATZARE 20 JAVEA/XABIA (ALICANTE),OK,10
5481703BC5958S,0.181815183840854,38.7961842834131,CL GRUPO BARTOLOME ROS 22 JAVEA/XABIA (ALICANTE),OK,6
3463006BC5937S,0.159636681722804,38.7882466267461,CL NOU 19 JAVEA/XABIA (ALICANTE),OK,2
4042107BC5934S,0.165290606029846,38.7586895795099,CM REBALDI 192 JAVEA/XABIA (ALICANTE),OK,1
3473801BC5937S,0.159005444448554,38.7883673088787,CL TEULERIA DE LA 4 JAVEA/XABIA (ALICANTE),OK,2
0016010BC5955S,0.180615800982287,38.7749037308667,CM MORERS 10 JAVEA/XABIA (ALICANTE),OK,1
0002026BC5900N,0.140796264057339,38.7669452074621,CL VICENTE ESPINEL 72 JAVEA/XABIA (ALICANTE),OK,1
3663320BC5937S,0.162486605739718,38.7882006928875,CL MAJOR 26 JAVEA/XABIA (ALICANTE),OK,3
5481714BC5958S,0.181418392444434,38.7954506284088,CL SANTISIMO CRISTO DEL MAR 8 JAVEA/XABIA (ALICANTE),OK,6
3761001BC5937S,0.16268820400333,38.7860659813065,AV DE RAMON LLIDO 5 JAVEA/XABIA (ALICANTE),OK,9
03082A00400299,0.163744452866148,38.8016173923589,CM MOLINS 9 Polígono 4 Parcela 299 INTEGRA 0014014BC5905N LA PLANA. JAVEA/XABIA (ALICANTE),OK,1
5481718BC5958S,0.181712392931801,38.7958219711792,CL GRUPO BARTOLOME ROS 2 JAVEA/XABIA (ALICANTE),OK,6
3762213BC5937S,0.163850794415331,38.7877657163135,CL DEL RAVALET 5 JAVEA/XABIA (ALICANTE),OK,9
3976218BC5937N,0.166000649937867,38.791360902952,CL DE CALDERON 3 JAVEA/XABIA (ALICANTE),OK,5
5378405BC5957N,0.181668575677911,38.792878839324,AV MARINA ESPAÑOLA 15 JAVEA/XABIA (ALICANTE),OK,6
3533901BC5933S,0.162490325995984,38.7538136370136,CM SABATERA LA 100 JAVEA/XABIA (ALICANTE),OK,1
0020005BC4955S,0.11128732015259,38.7740769551133,CR GATA 129 JAVEA/XABIA (ALICANTE),OK,1
0010042BC5905N,0.170135999137183,38.8060083777963,CR CAP DE SANT ANTONI 23 JAVEA/XABIA (ALICANTE),OK,1
7043231BC5974S,0.202703531714399,38.7620886906488,CL NICOSIA 11 JAVEA/XABIA (ALICANTE),OK,12
2127401BC5922N,0.148430978409259,38.7481781006607,CL WILLIAM SHAKESPEARE 1 JAVEA/XABIA (ALICANTE),OK,1
3769102BC5936N,0.163355503528083,38.7849954967996,CL DEL GUERRILLER GROC DE SA 5 JAVEA/XABIA (ALICANTE),OK,9
3976219BC5937N,0.16601155467421,38.7913907180368,CL DE CALDERON 5 JAVEA/XABIA (ALICANTE),OK,5
3372307BC5937S,0.159264893129976,38.7872297158376,CL DE SANT CRISTOFOL 10 JAVEA/XABIA (ALICANTE),OK,10
3372107BC5937S,0.158399274332093,38.7874755065662,CL DE SANT DOMÈNEC 33 JAVEA/XABIA (ALICANTE),OK,2
5758403BC5955N,0.188207689775463,38.7747031671757,CL CANAL SUR 1 JAVEA/XABIA (ALICANTE),OK,11
5754101BC5955S,0.186669230540149,38.7720422231866,AV ARENAL 6 JAVEA/XABIA (ALICANTE),OK,11
5729007BC5905N,0.167141835116787,38.8077186913785,CM PLANA DE SANT JERONI LA 11(A) JAVEA/XABIA (ALICANTE),OK,1
3463014BC5937S,0.16012772616616,38.7884441620086,CL NOU 3 JAVEA/XABIA (ALICANTE),OK,2
3570232BC5937S,0.16153157810341,38.7856722733394,CL ARRAVAL BAIX 15 JAVEA/XABIA (ALICANTE),OK,10
0014007BC4955S,0.109074965604539,38.7776924612309,CL ASSAGADOR DE LES VALLS 4 JAVEA/XABIA (ALICANTE),OK,1
4336709BC5943N,0.172189541501687,38.7543753074644,CL MASOLINO 31 JAVEA/XABIA (ALICANTE),OK,1
2752702BC5925S,0.153099978548938,38.768765302344,CM MASSENES LES 19(D) JAVEA/XABIA (ALICANTE),OK,1
3479123BC5937N,0.158676870765017,38.7942330772518,CL SAGRA 3 JAVEA/XABIA (ALICANTE),OK,2
5381306BC5958S,0.181465552739803,38.7962191781599,CL GRUPO BARTOLOME ROS 13 JAVEA/XABIA (ALICANTE),OK,6
5853901BC5955S,0.188455574623046,38.7714156698425,CL RENNES 5 UE ARENAL 3  3A JAVEA/XABIA (ALICANTE),OK,11
3562822BC5937S,0.16024572576813,38.7871868165117,CL MARE DE DEU DE LA SOLEDAT 17 JAVEA/XABIA (ALICANTE),OK,10
3765709BC5937S,0.162453046014512,38.789796589155,CL SANT AGUSTI 6 JAVEA/XABIA (ALICANTE),OK,3
3769008BC5936N,0.163196042821599,38.7844135879312,CL DEL MOLI 32 JAVEA/XABIA (ALICANTE),OK,9
5381312BC5958S,0.181529106548732,38.7958425925371,CL GRUPO BARTOLOME ROS 1 JAVEA/XABIA (ALICANTE),OK,6
3472021BC5937S,0.159683750407932,38.7868713369033,CL DE LA MARE DE DEU D'AGOST 8 JAVEA/XABIA (ALICANTE),OK,10
3373025BC5937S,0.15810182314611,38.787846115322,CL NOU 62 JAVEA/XABIA (ALICANTE),OK,2
3664627BC5937S,0.161309855018804,38.7885590370142,CL FINESTRAT 14 JAVEA/XABIA (ALICANTE),OK,3
3666414BC5937S,0.162444067345128,38.7887820179577,CL CUPS 6 JAVEA/XABIA (ALICANTE),OK,3
3462329BC5937S,0.159868937740569,38.7875670321856,CL MARE DE DEU DE LA SOLEDAT 4 JAVEA/XABIA (ALICANTE),OK,10
5564502BC5956S,0.18433311772636,38.7802625306337,AV AUGUSTA 47 JAVEA/XABIA (ALICANTE),OK,7
3763041BC5937S,0.162420263993286,38.7876856425904,RD SUD 54 JAVEA/XABIA (ALICANTE),OK,9
5482601BC5958S,0.181617911557527,38.7964718729037,CL FRAY JAIME IBAÑEZ 5 JAVEA/XABIA (ALICANTE),OK,6
3966421BC5937S,0.166401233481525,38.7909406131611,CL DEL PATRAIX 7 JAVEA/XABIA (ALICANTE),OK,5
5376604BC5957S,0.180585107304842,38.7901293518108,AV MEDITERRANEO 12 JAVEA/XABIA (ALICANTE),OK,7
3763226BC5937S,0.163608856148954,38.7884059838863,CL AVALL D 2 JAVEA/XABIA (ALICANTE),OK,9
0017036BC5950S,0.195818971646203,38.7298801616991,AV TIO CATALA 15 JAVEA/XABIA (ALICANTE),OK,12
03082A01600005,0.123400800640217,38.7716907067793,CM CABANES  Polígono 16 Parcela 5 03082A01600005 BENIMELLS. JAVEA/XABIA (ALICANTE),OK,1
3372110BC5937S,0.158569237147931,38.7874855889792,CL DE SANT DOMÈNEC 27 JAVEA/XABIA (ALICANTE),OK,2
0019020BC5950N,0.224112739362335,38.7532387086068,CL BARRACA LA 97 JAVEA/XABIA (ALICANTE),OK,12
3533931BC5933S,0.162766849471511,38.7532721356493,CM SABATERA LA 94 JAVEA/XABIA (ALICANTE),OK,1
0017034BC5905S,0.143039421722535,38.775469965042,CR GATA 44 JAVEA/XABIA (ALICANTE),OK,1
0001032BC5905S,0.124772005484537,38.7884161094041,CM VELL DE PEDREGUER 15(D) JAVEA/XABIA (ALICANTE),OK,1
0024014BC5900N,0.164853308179919,38.746492893265,CL LAGO BALATON 11 JAVEA/XABIA (ALICANTE),OK,1
5381105BC5958S,0.180760390565451,38.7959220539257,CL MAGALLANES 3 JAVEA/XABIA (ALICANTE),OK,6
5381106BC5958S,0.180739781379777,38.7960358841344,CL MAGALLANES 5 JAVEA/XABIA (ALICANTE),OK,6
3562813BC5937S,0.160774111603708,38.7873888608928,CL DE JESUS DE NATZARE 4 JAVEA/XABIA (ALICANTE),OK,10
0015017BC4955S,,,,SIN_COORDENADAS,
3770608BC5936N,0.162880068107921,38.7850633171461,CL DEL GUERRILLER GROC DE SA 24 JAVEA/XABIA (ALICANTE),OK,9
3770601BC5936N,0.162821126041784,38.7851910778559,CL DE SANDOVAL 23 JAVEA/XABIA (ALICANTE),OK,9
03082A01200671,0.163180799107909,38.7493203225943,CL LAGO ARAL 9 Polígono 12 Parcela 671 0024008BC5900N CANSALADES. JAVEA/XABIA (ALICANTE),OK,1
3533904BC5933S,0.163245164989169,38.7532016799311,CM SABATERA LA 92(D) JAVEA/XABIA (ALICANTE),OK,1
3479124BC5937N,0.158968529937463,38.7942172011574,CL SAGRA 5 JAVEA/XABIA (ALICANTE),OK,2
5482605BC5958S,0.18198989245925,38.7964804013841,CL CHURRUCA 9 JAVEA/XABIA (ALICANTE),OK,6
3864111BC5937S,0.164664723529306,38.7891211082958,RD SUD 10 JAVEA/XABIA (ALICANTE),OK,4
3471710BC5937S,0.159534190365961,38.7865796725038,CL SANT VICENT 24(D) JAVEA/XABIA (ALICANTE),OK,10
3462330BC5937S,0.159987875318234,38.7873114495288,CL MARE DE DEU DE LA SOLEDAT 12 JAVEA/XABIA (ALICANTE),OK,10
3664304BC5937S,0.162201555048209,38.7891522607327,CL SOR CATERINA BAS 9 JAVEA/XABIA (ALICANTE),OK,3
3864108BC5937S,0.164593179766048,38.7892154097103,CL LORETO 14 JAVEA/XABIA (ALICANTE),OK,4
3373501BC5937S,0.157956084390455,38.7876466166182,CL NOU 71 JAVEA/XABIA (ALICANTE),OK,2
5380311BC5958S,0.18134784704275,38.7952661268457,CL SANTISIMO CRISTO DEL MAR 5 JAVEA/XABIA (ALICANTE),OK,6
3471203BC5937S,0.15984790775638,38.7867407317234,CL DE LA MARE DE DEU D'AGOST 5 JAVEA/XABIA (ALICANTE),OK,10
3666407BC5937S,0.162333484831405,38.7888244668538,CL SANT PERE MARTIR 7 JAVEA/XABIA (ALICANTE),OK,3
3764504BC5937S,0.162853970819055,38.7889882008242,CL SANT BERTOMEU 7 JAVEA/XABIA (ALICANTE),OK,3
