N_Fijo,CODIGO_VT,Ref_Catastral_Fin,AFORO,VALORCATASTRAL,COEFICIENTE_CATASTRAL,TASA_VIVIENDA,PLUS_VIVIENDA_TURISTICA,TASA_TOTAL,VALORCATASTRAL_NUM,COEFICIENTE_CATASTRAL_NUM,TASA_VIVIENDA_NUM,TASA_TOTAL_NUM,FINCA,HOJA,INMUEBLE,CONTROL,HOJA_BASE,ZONA
1019086,451843,5856804BC5955N0001XJ,4,"43.511,39","0,758","131,82",80,"211,82",43511.39,0.758,131.82,211.82,5856804,BC5955N,0001,XJ,BC5955,Arenal / Canal / Montañar
1031582,482291,5951201BC5955S0026EZ,4,"43.583,78","0,760","131,84",80,"211,84",43583.78,0.76,131.84,211.84,5951201,BC5955S,0026,EZ,BC5955,Arenal / Canal / Montañar
1017857,468204,0016001BC5950S0001YO,4,"43.674,84","0,761","131,85",80,"211,85",43674.84,0.761,131.85,211.85,0016001,BC5950S,0001,YO,BC5950,Arenal / Canal / Montañar
1019767,509573,6947808BC5964N0016XH,4,"43.705,90","0,762","131,86",80,"211,86",43705.9,0.762,131.86,211.86,6947808,BC5964N,0016,XH,BC5964,Puerto / Aduanas
1002993,479653,7046002BC5974N0022LM,4,"43.724,56","0,762","131,86",80,"211,86",43724.56,0.762,131.86,211.86,7046002,BC5974N,0022,LM,BC5974,Portitxol / Toscal / Trencall
1003245,487150,7046002BC5974N0030QT,4,"43.724,56","0,762","131,86",80,"211,86",43724.56,0.762,131.86,211.86,7046002,BC5974N,0030,QT,BC5974,Portitxol / Toscal / Trencall
1025191,483291,5960711BC5955N0046GR,4,"43.795,93","0,763","131,87",80,"211,87",43795.93,0.763,131.87,211.87,5960711,BC5955N,0046,GR,BC5955,Arenal / Canal / Montañar
1006119,483628,7633617BC5973S0001GX,4,"43.865,27","0,764","131,88",80,"211,88",43865.27,0.764,131.88,211.88,7633617,BC5973S,0001,GX,BC5973,Tosalet / Cap Martí
1012114,507666,2963007BC5936S0001DA,4,"44.109,23","0,769","131,92",80,"211,92",44109.23,0.769,131.92,211.92,2963007,BC5936S,0001,DA,BC5936,Casco urbano / Pueblo
1019817,473229,6947808BC5964N0066AT,4,"44.155,07","0,770","131,93",80,"211,93",44155.07,0.77,131.93,211.93,6947808,BC5964N,0066,AT,BC5964,Puerto / Aduanas
1004558,493284,9315414BC5991S0001HL,4,"44.189,04","0,770","131,93",80,"211,93",44189.04,0.77,131.93,211.93,9315414,BC5991S,0001,HL,BC5991,Costa Nova / Balcón al Mar / Ambolo
1004572,493298,9315413BC5991S0001UL,4,"44.193,54","0,770","131,93",80,"211,93",44193.54,0.77,131.93,211.93,9315413,BC5991S,0001,UL,BC5991,Costa Nova / Balcón al Mar / Ambolo
1022801,464767,7043241BC5964S0086WR,4,"44.229,86","0,771","131,94",80,"211,94",44229.86,0.771,131.94,211.94,7043241,BC5964S,0086,WR,BC5964,Puerto / Aduanas
1004346,410072,9317637BC5991N0001EA,4,"44.468,38","0,775","131,97",80,"211,97",44468.38,0.775,131.97,211.97,9317637,BC5991N,0001,EA,BC5991,Costa Nova / Balcón al Mar / Ambolo
1011264,505084,5859010BC5955N0048ZY,4,"44.510,99","0,776","131,98",80,"211,98",44510.99,0.776,131.98,211.98,5859010,BC5955N,0048,ZY,BC5955,Arenal / Canal / Montañar
1020584,488695,5662001BC5956S0035LZ,4,"44.554,30","0,776","131,99",80,"211,99",44554.3,0.776,131.99,211.99,5662001,BC5956S,0035,LZ,BC5956,Arenal / Canal / Montañar
1022795,437763,7043241BC5964S0080LZ,4,"44.697,98","0,779","132,01",80,"212,01",44697.98,0.779,132.01,212.01,7043241,BC5964S,0080,LZ,BC5964,Puerto / Aduanas
1023834,481637,5463703BC5956S0126FK,4,"44.789,19","0,781","132,03",80,"212,03",44789.19,0.781,132.03,212.03,5463703,BC5956S,0126,FK,BC5956,Arenal / Canal / Montañar
1002300,454999,6551001BC5965S0186HQ,4,"44.952,61","0,783","132,05",80,"212,05",44952.61,0.783,132.05,212.05,6551001,BC5965S,0186,HQ,BC5965,Puerto / Aduanas
1007277,464857,7323404BC5972S0001ZT,4,"44.991,18","0,784","132,06",80,"212,06",44991.18,0.784,132.06,212.06,7323404,BC5972S,0001,ZT,BC5972,Tosalet / Cap Martí
1004828,493064,0176311BC4997N0001UO,4,"44.991,68","0,784","132,06",80,"212,06",44991.68,0.784,132.06,212.06,0176311,BC4997N,0001,UO,BC4997,Les Fonts / Castellans
1009463,460601,2622313BC5922N0001MM,4,"45.042,05","0,785","132,06",80,"212,06",45042.05,0.785,132.06,212.06,2622313,BC5922N,0001,MM,BC5922,Rafalet / Lluca / Covatelles
1011324,506798,5859013BC5955N0019TO,4,"45.176,40","0,787","132,09",80,"212,09",45176.4,0.787,132.09,212.09,5859013,BC5955N,0019,TO,BC5955,Arenal / Canal / Montañar
1018962,474517,4778301BC5947N0038OY,4,"45.212,91","0,788","132,09",80,"212,09",45212.91,0.788,132.09,212.09,4778301,BC5947N,0038,OY,BC5947,Casco urbano / Pueblo
1009910,459534,5079501BC5957N0029HR,4,"45.292,68","0,789","132,10",80,"212,10",45292.68,0.789,132.1,212.1,5079501,BC5957N,0029,HR,BC5957,Arenal / Canal / Montañar
1005862,487018,9490802BC4999S0001FT,4,"45.351,70","0,790","132,11",80,"212,11",45351.7,0.79,132.11,212.11,9490802,BC4999S,0001,FT,BC4999,Les Fonts / Castellans
1010007,506330,5381204BC5958S0001EU,4,"45.444,25","0,792","132,13",80,"212,13",45444.25,0.792,132.13,212.13,5381204,BC5958S,0001,EU,BC5958,Arenal / Canal / Montañar
1021398,486351,5560001BC5955N0084TU,4,"45.459,49","0,792","132,13",80,"212,13",45459.49,0.792,132.13,212.13,5560001,BC5955N,0084,TU,BC5955,Arenal / Canal / Montañar
1012485,467286,1195318BC5917N0001PS,4,"45.704,31","0,797","132,17",80,"212,17",45704.31,0.797,132.17,212.17,1195318,BC5917N,0001,PS,BC5917,Montgó / Toscamar
1006209,475398,7631702BC5973S0001HX,4,"45.834,56","0,799","132,19",80,"212,19",45834.56,0.799,132.19,212.19,7631702,BC5973S,0001,HX,BC5973,Tosalet / Cap Martí
1017094,471594,5656501BC5955N0036WB,4,"45.949,99","0,801","132,21",80,"212,21",45949.99,0.801,132.21,212.21,5656501,BC5955N,0036,WB,BC5955,Arenal / Canal / Montañar
1021448,442892,5560001BC5955N0134LZ,4,"45.977,20","0,801","132,21",80,"212,21",45977.2,0.801,132.21,212.21,5560001,BC5955N,0134,LZ,BC5955,Arenal / Canal / Montañar
1029271,504954,5374712BC5957S0010IL,4,"46.173,56","0,805","132,24",80,"212,24",46173.56,0.805,132.24,212.24,5374712,BC5957S,0010,IL,BC5957,Arenal / Canal / Montañar
1019475,474677,5369001BC5956N0002IS,4,"46.174,88","0,805","132,24",80,"212,24",46174.88,0.805,132.24,212.24,5369001,BC5956N,0002,IS,BC5956,Arenal / Canal / Montañar
1002683,510980,7046002BC5974N0008AG,4,"46.296,58","0,807","132,26",80,"212,26",46296.58,0.807,132.26,212.26,7046002,BC5974N,0008,AG,BC5974,Portitxol / Toscal / Trencall
1031457,497218,5951201BC5955S0008FO,4,"46.479,26","0,810","132,29",80,"212,29",46479.26,0.81,132.29,212.29,5951201,BC5955S,0008,FO,BC5955,Arenal / Canal / Montañar
1027111,477294,5564501BC5956S0013KT,4,"46.566,10","0,812","132,30",80,"212,30",46566.1,0.812,132.3,212.3,5564501,BC5956S,0013,KT,BC5956,Arenal / Canal / Montañar
1022880,476063,5466510BC5956N0033SA,4,"46.652,91","0,813","132,32",80,"212,32",46652.91,0.813,132.32,212.32,5466510,BC5956N,0033,SA,BC5956,Arenal / Canal / Montañar
1024729,496662,5368407BC5956N0026XU,4,"46.970,59","0,819","132,37",80,"212,37",46970.59,0.819,132.37,212.37,5368407,BC5956N,0026,XU,BC5956,Arenal / Canal / Montañar
1004540,483713,9215020BC5991S0001SL,4,"47.083,25","0,821","132,38",80,"212,38",47083.25,0.821,132.38,212.38,9215020,BC5991S,0001,SL,BC5991,Costa Nova / Balcón al Mar / Ambolo
1012850,449913,3863102BC5937S0001HT,4,"47.446,42","0,827","132,44",80,"212,44",47446.42,0.827,132.44,212.44,3863102,BC5937S,0001,HT,BC5937,Casco urbano / Pueblo
1027523,458883,5953101BC5955S0070GR,4,"47.470,30","0,827","132,45",80,"212,45",47470.3,0.827,132.45,212.45,5953101,BC5955S,0070,GR,BC5955,Arenal / Canal / Montañar
1009112,440919,2176818BC5927N0001QH,4,"47.475,21","0,827","132,45",80,"212,45",47475.21,0.827,132.45,212.45,2176818,BC5927N,0001,QH,BC5927,Rafalet / Lluca / Covatelles
1024791,454066,5368406BC5956N0006XH,4,"47.603,30","0,830","132,47",80,"212,47",47603.3,0.83,132.47,212.47,5368406,BC5956N,0006,XH,BC5956,Arenal / Canal / Montañar
1015680,472434,4241013BC5944S0001LR,4,"47.839,80","0,834","132,50",80,"212,50",47839.8,0.834,132.5,212.5,4241013,BC5944S,0001,LR,BC5944,Casco urbano / Pueblo
1019126,463043,5856804BC5955N0043YQ,4,"47.958,10","0,836","132,52",80,"212,52",47958.1,0.836,132.52,212.52,5856804,BC5955N,0043,YQ,BC5955,Arenal / Canal / Montañar
1019427,479265,3761406BC5937S0036LI,4,"48.070,66","0,838","132,54",80,"212,54",48070.66,0.838,132.54,212.54,3761406,BC5937S,0036,LI,BC5937,Casco urbano / Pueblo
1024790,510607,5368406BC5956N0005ZG,4,"48.102,32","0,838","132,54",80,"212,54",48102.32,0.838,132.54,212.54,5368406,BC5956N,0005,ZG,BC5956,Arenal / Canal / Montañar
1004988,451374,5628010BC5952N0001US,4,"48.136,59","0,839","132,55",80,"212,55",48136.59,0.839,132.55,212.55,5628010,BC5952N,0001,US,BC5952,Arenal / Canal / Montañar
1010674,447406,0018002BC5950N0001WQ,4,"48.377,80","0,843","132,59",80,"212,59",48377.8,0.843,132.59,212.59,0018002,BC5950N,0001,WQ,BC5950,Arenal / Canal / Montañar
1027521,490100,5953101BC5955S0068HT,4,"48.469,71","0,845","132,60",80,"212,60",48469.71,0.845,132.6,212.6,5953101,BC5955S,0068,HT,BC5955,Arenal / Canal / Montañar
1022805,466941,7043241BC5964S0089TU,4,"48.535,30","0,846","132,61",80,"212,61",48535.3,0.846,132.61,212.61,7043241,BC5964S,0089,TU,BC5964,Puerto / Aduanas
1027487,446483,5953101BC5955S0034FE,4,"48.711,05","0,849","132,64",80,"212,64",48711.05,0.849,132.64,212.64,5953101,BC5955S,0034,FE,BC5955,Arenal / Canal / Montañar
1022909,482420,5760105BC5956S0021UP,4,"48.911,78","0,852","132,67",80,"212,67",48911.78,0.852,132.67,212.67,5760105,BC5956S,0021,UP,BC5956,Arenal / Canal / Montañar
1006749,510997,8209518BC5980N0001DD,4,"48.978,96","0,854","132,68",80,"212,68",48978.96,0.854,132.68,212.68,8209518,BC5980N,0001,DD,BC5980,Portitxol / Toscal / Trencall
1008044,491094,7046013BC5964N0006SO,4,"49.100,01","0,856","132,70",80,"212,70",49100.01,0.856,132.7,212.7,7046013,BC5964N,0006,SO,BC5964,Puerto / Aduanas
1006970,450467,7011609BC5961S0001UU,4,"49.235,62","0,858","132,72",80,"212,72",49235.62,0.858,132.72,212.72,7011609,BC5961S,0001,UU,BC5961,Puerto / Aduanas
1027346,480326,7711907BC5971S0001FA,4,"49.438,23","0,862","132,75",80,"212,75",49438.23,0.862,132.75,212.75,7711907,BC5971S,0001,FA,BC5971,Tosalet / Cap Martí
1027457,501747,5953101BC5955S0004HT,4,"49.509,19","0,863","132,77",80,"212,77",49509.19,0.863,132.77,212.77,5953101,BC5955S,0004,HT,BC5955,Arenal / Canal / Montañar
1003663,441057,8610038BC5981S0001IG,4,"49.626,03","0,865","132,78",80,"212,78",49626.03,0.865,132.78,212.78,8610038,BC5981S,0001,IG,BC5981,Portitxol / Toscal / Trencall
1012559,476811,5333320BC5953S0001QF,4,"49.719,29","0,866","132,80",80,"212,80",49719.29,0.866,132.8,212.8,5333320,BC5953S,0001,QF,BC5953,Arenal / Canal / Montañar
1021047,499254,5380304BC5958S0005YA,4,"49.847,82","0,869","132,82",80,"212,82",49847.82,0.869,132.82,212.82,5380304,BC5958S,0005,YA,BC5958,Arenal / Canal / Montañar
1022740,463878,6923722BC5962S0001AQ,4,"49.919,30","0,870","132,83",80,"212,83",49919.3,0.87,132.83,212.83,6923722,BC5962S,0001,AQ,BC5962,Puerto / Aduanas
1006968,450469,7011607BC5961S0001SU,4,"49.943,10","0,870","132,83",80,"212,83",49943.1,0.87,132.83,212.83,7011607,BC5961S,0001,SU,BC5961,Puerto / Aduanas
1000382,458277,6040604BC5953N0001EY,4,"50.118,83","0,873","132,86",80,"212,86",50118.83,0.873,132.86,212.86,6040604,BC5953N,0001,EY,BC5953,Arenal / Canal / Montañar
1031687,479933,5747203BC5954N0007LY,4,"50.142,99","0,874","132,86",80,"212,86",50142.99,0.874,132.86,212.86,5747203,BC5954N,0007,LY,BC5954,Arenal / Canal / Montañar
1032259,494357,5372032BC5957S0010RL,4,"50.154,64","0,874","132,87",80,"212,87",50154.64,0.874,132.87,212.87,5372032,BC5957S,0010,RL,BC5957,Arenal / Canal / Montañar
1003615,483229,5370708BC5957S0001LD,4,"50.251,35","0,876","132,88",80,"212,88",50251.35,0.876,132.88,212.88,5370708,BC5957S,0001,LD,BC5957,Arenal / Canal / Montañar
1003604,502834,5370721BC5956N0001DA,4,"50.251,35","0,876","132,88",80,"212,88",50251.35,0.876,132.88,212.88,5370721,BC5956N,0001,DA,BC5956,Arenal / Canal / Montañar
1012645,509175,4834706BC5943S0001SP,4,"50.284,05","0,876","132,89",80,"212,89",50284.05,0.876,132.89,212.89,4834706,BC5943S,0001,SP,BC5943,Casco urbano / Pueblo
1017109,490049,7436008BC5973N0001FF,4,"50.507,69","0,880","132,92",80,"212,92",50507.69,0.88,132.92,212.92,7436008,BC5973N,0001,FF,BC5973,Tosalet / Cap Martí
1010847,444735,5372021BC5957S0006MK,4,"50.597,58","0,882","132,94",80,"212,94",50597.58,0.882,132.94,212.94,5372021,BC5957S,0006,MK,BC5957,Arenal / Canal / Montañar
1007084,484639,6923710BC5962S0001XQ,4,"50.740,61","0,884","132,96",80,"212,96",50740.61,0.884,132.96,212.96,6923710,BC5962S,0001,XQ,BC5962,Puerto / Aduanas
1012038,463536,0681616BC5908S0001AP,4,"50.835,08","0,886","132,97",80,"212,97",50835.08,0.886,132.97,212.97,0681616,BC5908S,0001,AP,BC5908,Montgó / Toscamar
10000393,499135,5850401BC5955S0018OH,4,"50.949,70","0,888","132,99",80,"212,99",50949.7,0.888,132.99,212.99,5850401,BC5955S,0018,OH,BC5955,Arenal / Canal / Montañar
1022573,504782,6451302BC5965S0005IP,4,"51.201,74","0,892","133,03",80,"213,03",51201.74,0.892,133.03,213.03,6451302,BC5965S,0005,IP,BC5965,Puerto / Aduanas
1027520,502138,5953101BC5955S0067GR,4,"51.211,99","0,893","133,03",80,"213,03",51211.99,0.893,133.03,213.03,5953101,BC5955S,0067,GR,BC5955,Arenal / Canal / Montañar
1027488,495217,5953101BC5955S0035GR,4,"51.304,49","0,894","133,05",80,"213,05",51304.49,0.894,133.05,213.05,5953101,BC5955S,0035,GR,BC5955,Arenal / Canal / Montañar
1006757,499650,8209507BC5980N0001PD,4,"51.401,91","0,896","133,06",80,"213,06",51401.91,0.896,133.06,213.06,8209507,BC5980N,0001,PD,BC5980,Portitxol / Toscal / Trencall
1019112,491479,5856804BC5955N0029ZH,4,"51.485,35","0,897","133,08",80,"213,08",51485.35,0.897,133.08,213.08,5856804,BC5955N,0029,ZH,BC5955,Arenal / Canal / Montañar
1029991,462540,6052203BC5955S0357RY,4,"51.798,17","0,903","133,12",80,"213,12",51798.17,0.903,133.12,213.12,6052203,BC5955S,0357,RY,BC5955,Arenal / Canal / Montañar
1000326,462162,6140504BC5963N0001FP,4,"51.891,16","0,904","133,14",80,"213,14",51891.16,0.904,133.14,213.14,6140504,BC5963N,0001,FP,BC5963,Puerto / Aduanas
1012652,411549,4835004BC5943S0001JP,4,"51.914,74","0,905","133,14",80,"213,14",51914.74,0.905,133.14,213.14,4835004,BC5943S,0001,JP,BC5943,Casco urbano / Pueblo
1031459,473954,5951201BC5955S0010DI,4,"52.283,75","0,911","133,20",80,"213,20",52283.75,0.911,133.2,213.2,5951201,BC5955S,0010,DI,BC5955,Arenal / Canal / Montañar
1011721,499812,5469004BC5956N0017HQ,4,"52.615,46","0,917","133,25",80,"213,25",52615.46,0.917,133.25,213.25,5469004,BC5956N,0017,HQ,BC5956,Arenal / Canal / Montañar
1018630,502991,5368405BC5956N0042FJ,4,"52.658,92","0,918","133,26",80,"213,26",52658.92,0.918,133.26,213.26,5368405,BC5956N,0042,FJ,BC5956,Arenal / Canal / Montañar
1018624,444616,5368405BC5956N0036AF,4,"52.658,92","0,918","133,26",80,"213,26",52658.92,0.918,133.26,213.26,5368405,BC5956N,0036,AF,BC5956,Arenal / Canal / Montañar
1029686,472898,3877225BC5937N0001ZB,4,"52.686,51","0,918","133,26",80,"213,26",52686.51,0.918,133.26,213.26,3877225,BC5937N,0001,ZB,BC5937,Casco urbano / Pueblo
1015633,472898,3877225BC5937N0001ZB,4,"52.686,51","0,918","133,26",80,"213,26",52686.51,0.918,133.26,213.26,3877225,BC5937N,0001,ZB,BC5937,Casco urbano / Pueblo
1003502,475213,6251302BC5965S0041WA,4,"53.219,34","0,927","133,35",80,"213,35",53219.34,0.927,133.35,213.35,6251302,BC5965S,0041,WA,BC5965,Puerto / Aduanas
1031463,485739,5951201BC5955S0014JS,4,"53.246,73","0,928","133,35",80,"213,35",53246.73,0.928,133.35,213.35,5951201,BC5955S,0014,JS,BC5955,Arenal / Canal / Montañar
1003565,494821,5381101BC5958S0001KU,4,"53.349,01","0,930","133,37",80,"213,37",53349.01,0.93,133.37,213.37,5381101,BC5958S,0001,KU,BC5958,Arenal / Canal / Montañar
1026803,481102,5470819BC5957S0017IE,4,"53.450,01","0,932","133,38",80,"213,38",53450.01,0.932,133.38,213.38,5470819,BC5957S,0017,IE,BC5957,Arenal / Canal / Montañar
1018240,504849,1731328BC5913S0001WZ,4,"53.507,64","0,933","133,39",80,"213,39",53507.64,0.933,133.39,213.39,1731328,BC5913S,0001,WZ,BC5913,Montgó / Toscamar
1006881,446859,6710516BC5960N0001AT,4,"54.210,80","0,945","133,50",80,"213,50",54210.8,0.945,133.5,213.5,6710516,BC5960N,0001,AT,BC5960,Puerto / Aduanas
1010085,429468,8630005BC5983S0001ME,4,"54.772,39","0,955","133,59",80,"213,59",54772.39,0.955,133.59,213.59,8630005,BC5983S,0001,ME,BC5983,Costa Nova / Balcón al Mar / Ambolo
1006568,454496,3838216BC5933N0001HZ,4,"55.005,09","0,959","133,63",80,"213,63",55005.09,0.959,133.63,213.63,3838216,BC5933N,0001,HZ,BC5933,Casco urbano / Pueblo
1019116,473966,5856804BC5955N0033XJ,4,"55.123,79","0,961","133,65",80,"213,65",55123.79,0.961,133.65,213.65,5856804,BC5955N,0033,XJ,BC5955,Arenal / Canal / Montañar
1010776,471559,0015009BC5905N0001RB,4,"55.225,48","0,962","133,66",80,"213,66",55225.48,0.962,133.66,213.66,0015009,BC5905N,0001,RB,BC5905,Montgó / Toscamar
1025190,506359,5960711BC5955N0045FE,4,"55.251,53","0,963","133,67",80,"213,67",55251.53,0.963,133.67,213.67,5960711,BC5955N,0045,FE,BC5955,Arenal / Canal / Montañar
1017152,4546,7435204BC5973N0001RF,4,"55.517,59","0,968","133,71",80,"213,71",55517.59,0.968,133.71,213.71,7435204,BC5973N,0001,RF,BC5973,Tosalet / Cap Martí
1003657,441058,8610037BC5981S0001XG,4,"55.780,43","0,972","133,75",80,"213,75",55780.43,0.972,133.75,213.75,8610037,BC5981S,0001,XG,BC5981,Portitxol / Toscal / Trencall
1004580,460221,9315422BC5991S0001GL,4,"56.118,54","0,978","133,80",80,"213,80",56118.54,0.978,133.8,213.8,9315422,BC5991S,0001,GL,BC5991,Costa Nova / Balcón al Mar / Ambolo
1012474,489133,1195382BC5917N0001YS,4,"56.438,95","0,984","133,85",80,"213,85",56438.95,0.984,133.85,213.85,1195382,BC5917N,0001,YS,BC5917,Montgó / Toscamar
1007219,495740,7523810BC5972S0001WT,4,"56.697,87","0,988","133,89",80,"213,89",56697.87,0.988,133.89,213.89,7523810,BC5972S,0001,WT,BC5972,Tosalet / Cap Martí
1016576,503892,6734812BC5963S0001IK,4,"56.829,67","0,990","133,91",80,"213,91",56829.67,0.99,133.91,213.91,6734812,BC5963S,0001,IK,BC5963,Puerto / Aduanas
1000170,496615,5733011BC5953S0001KF,4,"57.245,35","0,998","133,98",80,"213,98",57245.35,0.998,133.98,213.98,5733011,BC5953S,0001,KF,BC5953,Arenal / Canal / Montañar
1022583,478740,6451302BC5965S0015GJ,4,"57.330,57","0,999","133,99",80,"213,99",57330.57,0.999,133.99,213.99,6451302,BC5965S,0015,GJ,BC5965,Puerto / Aduanas
1012615,506050,5335106BC5953N0001MY,4,"57.356,06","1,000","134,00",80,"214,00",57356.06,1.0,134.0,214.0,5335106,BC5953N,0001,MY,BC5953,Arenal / Canal / Montañar
1031387,510088,5952136BC5955S0012BP,4,"57.905,10","1,009","134,08",80,"214,08",57905.1,1.009,134.08,214.08,5952136,BC5955S,0012,BP,BC5955,Arenal / Canal / Montañar
1000261,469015,5839108BC5953N0001ZY,4,"58.038,49","1,011","134,10",80,"214,10",58038.49,1.011,134.1,214.1,5839108,BC5953N,0001,ZY,BC5953,Arenal / Canal / Montañar
1003664,441059,8610044BC5981S0001SG,4,"58.075,79","1,012","134,11",80,"214,11",58075.79,1.012,134.11,214.11,8610044,BC5981S,0001,SG,BC5981,Portitxol / Toscal / Trencall
1006967,450470,7011608BC5961S0001ZU,4,"58.414,53","1,018","134,16",80,"214,16",58414.53,1.018,134.16,214.16,7011608,BC5961S,0001,ZU,BC5961,Puerto / Aduanas
1017011,482103,6331403BC5963S0001QK,4,"58.440,52","1,018","134,17",80,"214,17",58440.52,1.018,134.17,214.17,6331403,BC5963S,0001,QK,BC5963,Puerto / Aduanas
1031394,471283,5952136BC5955S0019RJ,4,"58.484,72","1,019","134,17",80,"214,17",58484.72,1.019,134.17,214.17,5952136,BC5955S,0019,RJ,BC5955,Arenal / Canal / Montañar
1003848,503036,8416049BC5981N0001AU,4,"58.708,58","1,023","134,21",80,"214,21",58708.58,1.023,134.21,214.21,8416049,BC5981N,0001,AU,BC5981,Portitxol / Toscal / Trencall
1017328,437739,7230007BC5973S0001FX,4,"58.833,30","1,025","134,23",80,"214,23",58833.3,1.025,134.23,214.23,7230007,BC5973S,0001,FX,BC5973,Tosalet / Cap Martí
1024404,464673,6352008BC5965S0019TZ,4,"58.837,35","1,025","134,23",80,"214,23",58837.35,1.025,134.23,214.23,6352008,BC5965S,0019,TZ,BC5965,Puerto / Aduanas
1022584,480574,6451302BC5965S0016HK,4,"59.072,88","1,030","134,27",80,"214,27",59072.88,1.03,134.27,214.27,6451302,BC5965S,0016,HK,BC5965,Puerto / Aduanas
1013966,451500,2843708BC5924S0001AL,4,"59.491,00","1,037","134,33",80,"214,33",59491.0,1.037,134.33,214.33,2843708,BC5924S,0001,AL,BC5924,Rafalet / Lluca / Covatelles
1014498,434186,4744024BC5944S0001BR,4,"59.546,06","1,038","134,34",80,"214,34",59546.06,1.038,134.34,214.34,4744024,BC5944S,0001,BR,BC5944,Casco urbano / Pueblo
1004353,459112,9218020BC5991N0001RA,4,"59.916,79","1,044","134,40",80,"214,40",59916.79,1.044,134.4,214.4,9218020,BC5991N,0001,RA,BC5991,Costa Nova / Balcón al Mar / Ambolo
1003976,410067,8716305BC5981N0001PU,4,"59.937,21","1,045","134,40",80,"214,40",59937.21,1.045,134.4,214.4,8716305,BC5981N,0001,PU,BC5981,Portitxol / Toscal / Trencall
1017900,429117,0013046BC5905S0001ST,4,"60.053,99","1,047","134,42",80,"214,42",60053.99,1.047,134.42,214.42,0013046,BC5905S,0001,ST,BC5905,Montgó / Toscamar
1003907,440375,8916013BC5981N0001RU,4,"60.979,65","1,063","134,56",80,"214,56",60979.65,1.063,134.56,214.56,8916013,BC5981N,0001,RU,BC5981,Portitxol / Toscal / Trencall
1003106,502439,6749506BC5964N0017LJ,4,"60.988,15","1,063","134,57",80,"214,57",60988.15,1.063,134.57,214.57,6749506,BC5964N,0017,LJ,BC5964,Puerto / Aduanas
1003646,470683,8510808BC5981S0001BG,4,"61.126,10","1,065","134,59",80,"214,59",61126.1,1.065,134.59,214.59,8510808,BC5981S,0001,BG,BC5981,Portitxol / Toscal / Trencall
1010788,510923,11953A8BC5917N0001PS,4,"61.164,46","1,066","134,59",80,"214,59",61164.46,1.066,134.59,214.59,11953A8,BC5917N,0001,PS,BC5917,Montgó / Toscamar
1020585,458399,5662001BC5956S0036BX,4,"61.180,51","1,066","134,60",80,"214,60",61180.51,1.066,134.6,214.6,5662001,BC5956S,0036,BX,BC5956,Arenal / Canal / Montañar
1017336,454453,7234201BC5973S0001AX,4,"61.251,49","1,067","134,61",80,"214,61",61251.49,1.067,134.61,214.61,7234201,BC5973S,0001,AX,BC5973,Tosalet / Cap Martí
1003645,470684,8510807BC5981S0001AG,4,"61.566,02","1,073","134,66",80,"214,66",61566.02,1.073,134.66,214.66,8510807,BC5981S,0001,AG,BC5981,Portitxol / Toscal / Trencall
1022726,483072,7915711BC5971S0001LA,4,"61.641,38","1,074","134,67",80,"214,67",61641.38,1.074,134.67,214.67,7915711,BC5971S,0001,LA,BC5971,Tosalet / Cap Martí
1004369,427707,9320509BC5991N0001SA,4,"61.969,21","1,080","134,72",80,"214,72",61969.21,1.08,134.72,214.72,9320509,BC5991N,0001,SA,BC5991,Costa Nova / Balcón al Mar / Ambolo
1007109,476987,6025701BC5962S0001RQ,4,"62.519,27","1,090","134,81",80,"214,81",62519.27,1.09,134.81,214.81,6025701,BC5962S,0001,RQ,BC5962,Puerto / Aduanas
1012518,434869,5333102BC5953S0001MF,4,"62.778,35","1,094","134,85",80,"214,85",62778.35,1.094,134.85,214.85,5333102,BC5953S,0001,MF,BC5953,Arenal / Canal / Montañar
1031376,474370,5952136BC5955S0001SW,4,"62.804,04","1,095","134,85",80,"214,85",62804.04,1.095,134.85,214.85,5952136,BC5955S,0001,SW,BC5955,Arenal / Canal / Montañar
1020836,437325,1195359BC5917N0001KS,4,"63.414,06","1,105","134,95",80,"214,95",63414.06,1.105,134.95,214.95,1195359,BC5917N,0001,KS,BC5917,Montgó / Toscamar
1007017,429303,0761104BC5971S0001HA,4,"63.421,17","1,105","134,95",80,"214,95",63421.17,1.105,134.95,214.95,0761104,BC5971S,0001,HA,BC5971,Tosalet / Cap Martí
1007952,496673,7429616BC5972N0001JB,4,"63.501,76","1,107","134,96",80,"214,96",63501.76,1.107,134.96,214.96,7429616,BC5972N,0001,JB,BC5972,Tosalet / Cap Martí
1003662,441056,8610039BC5981S0001JG,4,"63.521,72","1,107","134,96",80,"214,96",63521.72,1.107,134.96,214.96,8610039,BC5981S,0001,JG,BC5981,Portitxol / Toscal / Trencall
1007040,489667,7013701BC5961S0001KU,4,"63.664,43","1,110","134,99",80,"214,99",63664.43,1.11,134.99,214.99,7013701,BC5961S,0001,KU,BC5961,Puerto / Aduanas
1020466,446514,1072620BC5907S0001TH,4,"64.040,77","1,116","135,04",80,"215,04",64040.77,1.116,135.04,215.04,1072620,BC5907S,0001,TH,BC5907,Montgó / Toscamar
1003658,441039,8610043BC5981S0001EG,4,"64.396,58","1,122","135,10",80,"215,10",64396.58,1.122,135.1,215.1,8610043,BC5981S,0001,EG,BC5981,Portitxol / Toscal / Trencall
