N_Fijo,CODIGO_VT,Ref_Catastral_Fin,AFORO,VALORCATASTRAL,COEFICIENTE_CATASTRAL,TASA_VIVIENDA,PLUS_VIVIENDA_TURISTICA,TASA_TOTAL,VALORCATASTRAL_NUM,COEFICIENTE_CATASTRAL_NUM,TASA_VIVIENDA_NUM,TASA_TOTAL_NUM,FINCA,HOJA,INMUEBLE,CONTROL,HOJA_BASE,ZONA
1013798,455442,5373001BC5957S0032AS,0,"27.061,66","0,472","129,24",80,"209,24",27061.66,0.472,129.24,209.24,5373001,BC5957S,0032,AS,BC5957,Arenal / Canal / Montañar
1022500,481707,5652204BC5955S0019OJ,0,"38.671,31","0,674","131,07",80,"211,07",38671.31,0.674,131.07,211.07,5652204,BC5955S,0019,OJ,BC5955,Arenal / Canal / Montañar
1025842,502455,5457312BC5955N0028DG,0,"40.404,11","0,704","131,34",80,"211,34",40404.11,0.704,131.34,211.34,5457312,BC5955N,0028,DG,BC5955,Arenal / Canal / Montañar
1011245,496243,5960704BC5956S0015EU,0,"40.890,35","0,713","131,41",80,"211,41",40890.35,0.713,131.41,211.41,5960704,BC5956S,0015,EU,BC5956,Arenal / Canal / Montañar
1012640,496184,4835003BC5943S0001IP,0,"47.562,81","0,829","132,46",80,"212,46",47562.81,0.829,132.46,212.46,4835003,BC5943S,0001,IP,BC5943,Casco urbano / Pueblo
1012097,502429,1526101BC5912N0001KL,0,"51.604,15","0,899","133,09",80,"213,09",51604.15,0.899,133.09,213.09,1526101,BC5912N,0001,KL,BC5912,Montgó / Toscamar
1020225,501793,5859008BC5955N0035BL,0,"53.158,30","0,926","133,34",80,"213,34",53158.3,0.926,133.34,213.34,5859008,BC5955N,0035,BL,BC5955,Arenal / Canal / Montañar
1026516,502454,5750201BC5955S0036ZT,0,"55.801,76","0,972","133,75",80,"213,75",55801.76,0.972,133.75,213.75,5750201,BC5955S,0036,ZT,BC5955,Arenal / Canal / Montañar
1013882,501792,0881252BC5908S0001AP,0,"58.987,32","1,028","134,25",80,"214,25",58987.32,1.028,134.25,214.25,0881252,BC5908S,0001,AP,BC5908,Montgó / Toscamar
1016463,506966,6734802BC5963S0001FK,0,"66.925,84","1,166","135,50",80,"215,50",66925.84,1.166,135.5,215.5,6734802,BC5963S,0001,FK,BC5963,Puerto / Aduanas
1010613,497205,2877424BC5927N0001UH,0,"67.230,17","1,172","135,55",80,"215,55",67230.17,1.172,135.55,215.55,2877424,BC5927N,0001,UH,BC5927,Rafalet / Lluca / Covatelles
1005980,495844,7633618BC5973S0001QX,0,"70.256,32","1,224","136,02",80,"216,02",70256.32,1.224,136.02,216.02,7633618,BC5973S,0001,QX,BC5973,Tosalet / Cap Martí
1004144,496174,9021604BC5982S0001MO,0,"98.857,64","1,723","140,51",80,"220,51",98857.64,1.723,140.51,220.51,9021604,BC5982S,0001,MO,BC5982,Costa Nova / Balcón al Mar / Ambolo
1003714,502405,8410103BC5981S0001QG,0,"99.897,17","1,741","140,67",80,"220,67",99897.17,1.741,140.67,220.67,8410103,BC5981S,0001,QG,BC5981,Portitxol / Toscal / Trencall
1004220,502420,8919726BC5981N0001XU,0,"101.678,00","1,772","140,95",80,"220,95",101678.0,1.772,140.95,220.95,8919726,BC5981N,0001,XU,BC5981,Portitxol / Toscal / Trencall
1019752,504022,6834006BC5963S0001PK,0,"120.485,61","2,100","143,90",80,"223,90",120485.61,2.1,143.9,223.9,6834006,BC5963S,0001,PK,BC5963,Puerto / Aduanas
1028108,502183,3177713BC5937N0001HB,0,"156.561,18","2,729","149,56",80,"229,56",156561.18,2.729,149.56,229.56,3177713,BC5937N,0001,HB,BC5937,Casco urbano / Pueblo
1024637,510624,5227007BC5957N0038HP,1,"8.174,03","0,142","126,28",20,"146,28",8174.03,0.142,126.28,146.28,5227007,BC5957N,0038,HP,BC5957,Arenal / Canal / Montañar
1000671,488605,5481301BC5958S0027GR,1,"10.036,24","0,175","126,57",20,"146,57",10036.24,0.175,126.57,146.57,5481301,BC5958S,0027,GR,BC5958,Arenal / Canal / Montañar
1009051,490359,5454113BC5955S0027ZX,1,"16.341,50","0,285","127,56",20,"147,56",16341.5,0.285,127.56,147.56,5454113,BC5955S,0027,ZX,BC5955,Arenal / Canal / Montañar
1028059,504945,4873902BC5947S0032EI,1,"16.431,55","0,286","127,58",20,"147,58",16431.55,0.286,127.58,147.58,4873902,BC5947S,0032,EI,BC5947,Casco urbano / Pueblo
1015804,488778,5454103BC5955S0023MK,2,"7.194,42","0,125","126,13",40,"166,13",7194.42,0.125,126.13,166.13,5454103,BC5955S,0023,MK,BC5955,Arenal / Canal / Montañar
1015803,488777,5454103BC5955S0022XJ,2,"7.194,42","0,125","126,13",40,"166,13",7194.42,0.125,126.13,166.13,5454103,BC5955S,0022,XJ,BC5955,Arenal / Canal / Montañar
1024612,437256,5227007BC5957N0008KS,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0008,KS,BC5957,Arenal / Canal / Montañar
1024614,437258,5227007BC5957N0011KS,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0011,KS,BC5957,Arenal / Canal / Montañar
1024628,437272,5227007BC5957N0027IW,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0027,IW,BC5957,Arenal / Canal / Montañar
1024636,437280,5227007BC5957N0036FI,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0036,FI,BC5957,Arenal / Canal / Montañar
1024624,437268,5227007BC5957N0022EB,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0022,EB,BC5957,Arenal / Canal / Montañar
1024627,499628,5227007BC5957N0025YM,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0025,YM,BC5957,Arenal / Canal / Montañar
1024622,437266,5227007BC5957N0020QK,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0020,QK,BC5957,Arenal / Canal / Montañar
1024620,437264,5227007BC5957N0018WL,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0018,WL,BC5957,Arenal / Canal / Montañar
1024615,437259,5227007BC5957N0012LD,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0012,LD,BC5957,Arenal / Canal / Montañar
1024634,509491,5227007BC5957N0033AT,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0033,AT,BC5957,Arenal / Canal / Montañar
1024610,437255,5227007BC5957N0005GO,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0005,GO,BC5957,Arenal / Canal / Montañar
1024618,437262,5227007BC5957N0015XH,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0015,XH,BC5957,Arenal / Canal / Montañar
1024608,437252,5227007BC5957N0003DU,2,"8.174,03","0,142","126,28",40,"166,28",8174.03,0.142,126.28,166.28,5227007,BC5957N,0003,DU,BC5957,Arenal / Canal / Montañar
1000991,478267,5754101BC5955S0046ZS,2,"8.764,59","0,153","126,37",40,"166,37",8764.59,0.153,126.37,166.37,5754101,BC5955S,0046,ZS,BC5955,Arenal / Canal / Montañar
1005243,492932,5555101BC5955N0041FX,2,"9.923,22","0,173","126,56",40,"166,56",9923.22,0.173,126.56,166.56,5555101,BC5955N,0041,FX,BC5955,Arenal / Canal / Montañar
1000663,485526,5481301BC5958S0022PX,2,"10.036,24","0,175","126,57",40,"166,57",10036.24,0.175,126.57,166.57,5481301,BC5958S,0022,PX,BC5958,Arenal / Canal / Montañar
1000654,424535,5481301BC5958S0023AM,2,"10.036,24","0,175","126,57",40,"166,57",10036.24,0.175,126.57,166.57,5481301,BC5958S,0023,AM,BC5958,Arenal / Canal / Montañar
1005276,507316,5555101BC5955N0034PK,2,"11.251,13","0,196","126,76",40,"166,76",11251.13,0.196,126.76,166.76,5555101,BC5955N,0034,PK,BC5955,Arenal / Canal / Montañar
1015970,483281,5454103BC5955S0175JS,2,"11.690,61","0,204","126,83",40,"166,83",11690.61,0.204,126.83,166.83,5454103,BC5955S,0175,JS,BC5955,Arenal / Canal / Montañar
1015951,4436,5454103BC5955S0100OR,2,"11.704,25","0,204","126,84",40,"166,84",11704.25,0.204,126.84,166.84,5454103,BC5955S,0100,OR,BC5955,Arenal / Canal / Montañar
1015885,479634,5454103BC5955S0103SU,2,"11.704,25","0,204","126,84",40,"166,84",11704.25,0.204,126.84,166.84,5454103,BC5955S,0103,SU,BC5955,Arenal / Canal / Montañar
1027044,499370,5328602BC5957N0010HA,2,"11.705,83","0,204","126,84",40,"166,84",11705.83,0.204,126.84,166.84,5328602,BC5957N,0010,HA,BC5957,Arenal / Canal / Montañar
1009903,501394,5279802BC5957N0029ZR,2,"11.838,27","0,206","126,86",40,"166,86",11838.27,0.206,126.86,166.86,5279802,BC5957N,0029,ZR,BC5957,Arenal / Canal / Montañar
1001859,478063,5656503BC5955N0036BB,2,"12.326,50","0,215","126,93",40,"166,93",12326.5,0.215,126.93,166.93,5656503,BC5955N,0036,BB,BC5955,Arenal / Canal / Montañar
1001932,485884,5656508BC5955N0042XM,2,"12.427,12","0,217","126,95",40,"166,95",12427.12,0.217,126.95,166.95,5656508,BC5955N,0042,XM,BC5955,Arenal / Canal / Montañar
1030515,470722,6846003BC5964N0013FD,2,"12.909,60","0,225","127,02",40,"167,02",12909.6,0.225,127.02,167.02,6846003,BC5964N,0013,FD,BC5964,Puerto / Aduanas
1010283,485473,3662808BC5937S0007MA,2,"13.721,68","0,239","127,15",40,"167,15",13721.68,0.239,127.15,167.15,3662808,BC5937S,0007,MA,BC5937,Casco urbano / Pueblo
1012775,511046,5658009BC5955N0014WR,2,"14.225,25","0,248","127,23",40,"167,23",14225.25,0.248,127.23,167.23,5658009,BC5955N,0014,WR,BC5955,Arenal / Canal / Montañar
1001390,495969,5656507BC5955N0017BU,2,"14.252,52","0,248","127,24",40,"167,24",14252.52,0.248,127.24,167.24,5656507,BC5955N,0017,BU,BC5955,Arenal / Canal / Montañar
1001632,472571,5656507BC5955N0035OL,2,"14.252,52","0,248","127,24",40,"167,24",14252.52,0.248,127.24,167.24,5656507,BC5955N,0035,OL,BC5955,Arenal / Canal / Montañar
1001529,453334,5658008BC5955N0035IL,2,"14.252,52","0,248","127,24",40,"167,24",14252.52,0.248,127.24,167.24,5658008,BC5955N,0035,IL,BC5955,Arenal / Canal / Montañar
1001526,509028,5658008BC5955N0031RG,2,"14.252,52","0,248","127,24",40,"167,24",14252.52,0.248,127.24,167.24,5658008,BC5955N,0031,RG,BC5955,Arenal / Canal / Montañar
1003197,482593,6352010BC5965S0021KB,2,"14.541,35","0,253","127,28",40,"167,28",14541.35,0.253,127.28,167.28,6352010,BC5965S,0021,KB,BC5965,Puerto / Aduanas
1001968,488703,5656512BC5955N0010IM,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656512,BC5955N,0010,IM,BC5955,Arenal / Canal / Montañar
1001508,479320,5656511BC5955N0019IO,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656511,BC5955N,0019,IO,BC5955,Arenal / Canal / Montañar
1001621,476756,5656513BC5955N0015XT,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656513,BC5955N,0015,XT,BC5955,Arenal / Canal / Montañar
1001603,510591,5656513BC5955N0021WI,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656513,BC5955N,0021,WI,BC5955,Arenal / Canal / Montañar
1020243,472193,5656513BC5955N0033AJ,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656513,BC5955N,0033,AJ,BC5955,Arenal / Canal / Montañar
1001985,479319,5656513BC5955N0036FB,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656513,BC5955N,0036,FB,BC5955,Arenal / Canal / Montañar
1002010,506009,5656511BC5955N0003KL,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656511,BC5955N,0003,KL,BC5955,Arenal / Canal / Montañar
1001392,471688,5656513BC5955N0018WI,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656513,BC5955N,0018,WI,BC5955,Arenal / Canal / Montañar
1001909,477841,5656512BC5955N0037YZ,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656512,BC5955N,0037,YZ,BC5955,Arenal / Canal / Montañar
1001369,474680,5656511BC5955N0027DF,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656511,BC5955N,0027,DF,BC5955,Arenal / Canal / Montañar
1020244,472598,5656511BC5955N0011MQ,2,"14.637,72","0,255","127,30",40,"167,30",14637.72,0.255,127.3,167.3,5656511,BC5955N,0011,MQ,BC5955,Arenal / Canal / Montañar
1026612,464054,4372807BC5947S0036FS,2,"14.638,76","0,255","127,30",40,"167,30",14638.76,0.255,127.3,167.3,4372807,BC5947S,0036,FS,BC5947,Casco urbano / Pueblo
1025983,490402,4475723BC5947N0102HT,2,"14.677,20","0,256","127,30",40,"167,30",14677.2,0.256,127.3,167.3,4475723,BC5947N,0102,HT,BC5947,Casco urbano / Pueblo
1009000,444737,5454113BC5955S0029MQ,2,"14.795,13","0,258","127,32",40,"167,32",14795.13,0.258,127.32,167.32,5454113,BC5955S,0029,MQ,BC5955,Arenal / Canal / Montañar
10000799,489985,3663325BC5937S0002PY,2,"14.900,33","0,260","127,34",40,"167,34",14900.33,0.26,127.34,167.34,3663325,BC5937S,0002,PY,BC5937,Casco urbano / Pueblo
1020357,501213,4778301BC5947N0028WX,2,"15.044,51","0,262","127,36",40,"167,36",15044.51,0.262,127.36,167.36,4778301,BC5947N,0028,WX,BC5947,Casco urbano / Pueblo
1026925,490357,4471422BC5947S0009WJ,2,"15.257,90","0,266","127,39",40,"167,39",15257.9,0.266,127.39,167.39,4471422,BC5947S,0009,WJ,BC5947,Casco urbano / Pueblo
1020260,501809,5656509BC5955N0017GU,2,"15.408,15","0,269","127,42",40,"167,42",15408.15,0.269,127.42,167.42,5656509,BC5955N,0017,GU,BC5955,Arenal / Canal / Montañar
1002002,507101,5656509BC5955N0023KP,2,"15.408,15","0,269","127,42",40,"167,42",15408.15,0.269,127.42,167.42,5656509,BC5955N,0023,KP,BC5955,Arenal / Canal / Montañar
1008974,478689,5454114BC5955S0005FY,2,"15.847,70","0,276","127,49",40,"167,49",15847.7,0.276,127.49,167.49,5454114,BC5955S,0005,FY,BC5955,Arenal / Canal / Montañar
1008930,480022,5454113BC5955S0019HJ,2,"16.341,50","0,285","127,56",40,"167,56",16341.5,0.285,127.56,167.56,5454113,BC5955S,0019,HJ,BC5955,Arenal / Canal / Montañar
1024046,500245,4876901BC5947N0040FT,2,"16.487,42","0,287","127,59",40,"167,59",16487.42,0.287,127.59,167.59,4876901,BC5947N,0040,FT,BC5947,Casco urbano / Pueblo
1021541,490427,4877001BC5947N0010IU,2,"16.733,48","0,292","127,62",40,"167,62",16733.48,0.292,127.62,167.62,4877001,BC5947N,0010,IU,BC5947,Casco urbano / Pueblo
1024019,500459,4876901BC5947N0067SE,2,"16.815,15","0,293","127,64",40,"167,64",16815.15,0.293,127.64,167.64,4876901,BC5947N,0067,SE,BC5947,Casco urbano / Pueblo
1024011,510871,4876901BC5947N0058YB,2,"16.815,15","0,293","127,64",40,"167,64",16815.15,0.293,127.64,167.64,4876901,BC5947N,0058,YB,BC5947,Casco urbano / Pueblo
1001535,487869,5658011BC5955N0008DQ,2,"17.012,25","0,296","127,67",40,"167,67",17012.25,0.296,127.67,167.67,5658011,BC5955N,0008,DQ,BC5955,Arenal / Canal / Montañar
1023998,481984,4876901BC5947N0085QG,2,"17.324,04","0,302","127,72",40,"167,72",17324.04,0.302,127.72,167.72,4876901,BC5947N,0085,QG,BC5947,Casco urbano / Pueblo
1027983,463709,4873902BC5947S0072ID,2,"17.332,46","0,302","127,72",40,"167,72",17332.46,0.302,127.72,167.72,4873902,BC5947S,0072,ID,BC5947,Casco urbano / Pueblo
1002608,4437,6550301BC5965S0085LB,2,"17.343,94","0,302","127,72",40,"167,72",17343.94,0.302,127.72,167.72,6550301,BC5965S,0085,LB,BC5965,Puerto / Aduanas
1002335,510123,6550301BC5965S0073PA,2,"17.343,94","0,302","127,72",40,"167,72",17343.94,0.302,127.72,167.72,6550301,BC5965S,0073,PA,BC5965,Puerto / Aduanas
1025024,462893,4775402BC5947N0011OI,2,"17.517,01","0,305","127,75",40,"167,75",17517.01,0.305,127.75,167.75,4775402,BC5947N,0011,OI,BC5947,Casco urbano / Pueblo
1005238,475313,5555101BC5955N0033OJ,2,"17.701,12","0,308","127,78",40,"167,78",17701.12,0.308,127.78,167.78,5555101,BC5955N,0033,OJ,BC5955,Arenal / Canal / Montañar
1001467,492114,5656508BC5955N0039XM,2,"17.844,11","0,311","127,80",40,"167,80",17844.11,0.311,127.8,167.8,5656508,BC5955N,0039,XM,BC5955,Arenal / Canal / Montañar
1009001,478159,5454113BC5955S0061BZ,2,"17.856,36","0,311","127,80",40,"167,80",17856.36,0.311,127.8,167.8,5454113,BC5955S,0061,BZ,BC5955,Arenal / Canal / Montañar
1012870,495584,7339001BC5973N0136EB,2,"17.876,93","0,312","127,80",40,"167,80",17876.93,0.312,127.8,167.8,7339001,BC5973N,0136,EB,BC5973,Tosalet / Cap Martí
1003082,457857,7145004BC5974S0013KW,2,"18.016,18","0,314","127,83",40,"167,83",18016.18,0.314,127.83,167.83,7145004,BC5974S,0013,KW,BC5974,Portitxol / Toscal / Trencall
1003193,458396,7145004BC5974S0017XY,2,"18.016,18","0,314","127,83",40,"167,83",18016.18,0.314,127.83,167.83,7145004,BC5974S,0017,XY,BC5974,Portitxol / Toscal / Trencall
1011022,510837,5859012BC5955N0030QF,2,"18.175,32","0,317","127,85",40,"167,85",18175.32,0.317,127.85,167.85,5859012,BC5955N,0030,QF,BC5955,Arenal / Canal / Montañar
1012976,497153,7339001BC5973N0059JA,2,"18.189,93","0,317","127,85",40,"167,85",18189.93,0.317,127.85,167.85,7339001,BC5973N,0059,JA,BC5973,Tosalet / Cap Martí
1020948,479352,5760101BC5956S0052HO,2,"18.254,32","0,318","127,86",40,"167,86",18254.32,0.318,127.86,167.86,5760101,BC5956S,0052,HO,BC5956,Arenal / Canal / Montañar
1020930,491080,7339001BC5973N0084PR,2,"18.502,97","0,322","127,90",40,"167,90",18502.97,0.322,127.9,167.9,7339001,BC5973N,0084,PR,BC5973,Tosalet / Cap Martí
1013016,491019,7339001BC5973N0106TX,2,"18.502,97","0,322","127,90",40,"167,90",18502.97,0.322,127.9,167.9,7339001,BC5973N,0106,TX,BC5973,Tosalet / Cap Martí
1008999,463447,5454114BC5955S0040FY,2,"18.548,80","0,323","127,91",40,"167,91",18548.8,0.323,127.91,167.91,5454114,BC5955S,0040,FY,BC5955,Arenal / Canal / Montañar
1013129,497953,5760101BC5956S0053JP,2,"18.634,62","0,325","127,92",40,"167,92",18634.62,0.325,127.92,167.92,5760101,BC5956S,0053,JP,BC5956,Arenal / Canal / Montañar
1005021,488812,4574401BC5943S0001RP,2,"18.781,12","0,327","127,95",40,"167,95",18781.12,0.327,127.95,167.95,4574401,BC5943S,0001,RP,BC5943,Casco urbano / Pueblo
1013142,459561,5760101BC5956S0070TZ,2,"19.014,95","0,331","127,98",40,"167,98",19014.95,0.331,127.98,167.98,5760101,BC5956S,0070,TZ,BC5956,Arenal / Canal / Montañar
1013125,493643,5760101BC5956S0049HO,2,"19.014,95","0,331","127,98",40,"167,98",19014.95,0.331,127.98,167.98,5760101,BC5956S,0049,HO,BC5956,Arenal / Canal / Montañar
1009770,472831,5328606BC5957N0004EI,2,"19.055,96","0,332","127,99",40,"167,99",19055.96,0.332,127.99,167.99,5328606,BC5957N,0004,EI,BC5957,Arenal / Canal / Montañar
1021346,461987,5560001BC5955N0032FH,2,"19.073,94","0,332","127,99",40,"167,99",19073.94,0.332,127.99,167.99,5560001,BC5955N,0032,FH,BC5955,Arenal / Canal / Montañar
1011522,464863,5764602BC5956S0044FR,2,"19.177,34","0,334","128,01",40,"168,01",19177.34,0.334,128.01,168.01,5764602,BC5956S,0044,FR,BC5956,Arenal / Canal / Montañar
1025034,489807,4775402BC5947N0021HG,2,"19.344,50","0,337","128,03",40,"168,03",19344.5,0.337,128.03,168.03,4775402,BC5947N,0021,HG,BC5947,Casco urbano / Pueblo
1020846,457546,5762001BC5956S0017XO,2,"19.507,22","0,340","128,06",40,"168,06",19507.22,0.34,128.06,168.06,5762001,BC5956S,0017,XO,BC5956,Arenal / Canal / Montañar
1013148,479679,5760101BC5956S0076AR,2,"19.775,53","0,345","128,10",40,"168,10",19775.53,0.345,128.1,168.1,5760101,BC5956S,0076,AR,BC5956,Arenal / Canal / Montañar
1001929,478433,5656508BC5955N0038ZX,2,"20.074,61","0,350","128,15",40,"168,15",20074.61,0.35,128.15,168.15,5656508,BC5955N,0038,ZX,BC5955,Arenal / Canal / Montañar
1021557,463665,4877001BC5947N0026ZB,2,"20.344,37","0,355","128,19",40,"168,19",20344.37,0.355,128.19,168.19,4877001,BC5947N,0026,ZB,BC5947,Casco urbano / Pueblo
1027316,497235,5227009BC5957N0007SA,2,"20.483,02","0,357","128,21",40,"168,21",20483.02,0.357,128.21,168.21,5227009,BC5957N,0007,SA,BC5957,Arenal / Canal / Montañar
1024924,475654,5457311BC5955N0015JT,2,"20.793,68","0,362","128,26",40,"168,26",20793.68,0.362,128.26,168.26,5457311,BC5955N,0015,JT,BC5955,Arenal / Canal / Montañar
10000344,509896,3575304BC5937N0004XM,2,"20.805,34","0,363","128,26",40,"168,26",20805.34,0.363,128.26,168.26,3575304,BC5937N,0004,XM,BC5937,Casco urbano / Pueblo
1020708,445315,5662001BC5956S0100LZ,2,"21.195,74","0,369","128,32",40,"168,32",21195.74,0.369,128.32,168.32,5662001,BC5956S,0100,LZ,BC5956,Arenal / Canal / Montañar
1020704,495212,5662001BC5956S0096HK,2,"21.195,74","0,369","128,32",40,"168,32",21195.74,0.369,128.32,168.32,5662001,BC5956S,0096,HK,BC5956,Arenal / Canal / Montañar
1022650,481809,5562001BC5956S0104IW,2,"21.398,78","0,373","128,36",40,"168,36",21398.78,0.373,128.36,168.36,5562001,BC5956S,0104,IW,BC5956,Arenal / Canal / Montañar
1008311,446365,5382901BC5958S0086QX,2,"21.614,94","0,377","128,39",40,"168,39",21614.94,0.377,128.39,168.39,5382901,BC5958S,0086,QX,BC5958,Arenal / Canal / Montañar
1013105,458950,5760101BC5956S0011PE,2,"21.677,05","0,378","128,40",40,"168,40",21677.05,0.378,128.4,168.4,5760101,BC5956S,0011,PE,BC5956,Arenal / Canal / Montañar
10012496,506196,5856801BC5955N0039QM,2,"21.974,63","0,383","128,45",40,"168,45",21974.63,0.383,128.45,168.45,5856801,BC5955N,0039,QM,BC5955,Arenal / Canal / Montañar
1011246,498709,5762001BC5956S0007GW,2,"22.899,76","0,399","128,59",40,"168,59",22899.76,0.399,128.59,168.59,5762001,BC5956S,0007,GW,BC5956,Arenal / Canal / Montañar
1021588,488983,4877001BC5947N0057BL,2,"22.943,40","0,400","128,60",40,"168,60",22943.4,0.4,128.6,168.6,4877001,BC5947N,0057,BL,BC5947,Casco urbano / Pueblo
1001411,493752,5656516BC5955N0023IP,2,"23.112,25","0,403","128,63",40,"168,63",23112.25,0.403,128.63,168.63,5656516,BC5955N,0023,IP,BC5955,Arenal / Canal / Montañar
1021571,496935,4877001BC5947N0040YT,2,"23.283,22","0,406","128,65",40,"168,65",23283.22,0.406,128.65,168.65,4877001,BC5947N,0040,YT,BC5947,Casco urbano / Pueblo
1020341,495758,4778301BC5947N0006OY,2,"23.771,57","0,414","128,73",40,"168,73",23771.57,0.414,128.73,168.73,4778301,BC5947N,0006,OY,BC5947,Casco urbano / Pueblo
1002182,490862,6846006BC5964N0038FO,2,"23.853,99","0,416","128,74",40,"168,74",23853.99,0.416,128.74,168.74,6846006,BC5964N,0038,FO,BC5964,Puerto / Aduanas
1028856,482282,4873902BC5947S0009SJ,2,"25.086,03","0,437","128,93",40,"168,93",25086.03,0.437,128.93,168.93,4873902,BC5947S,0009,SJ,BC5947,Casco urbano / Pueblo
1003184,459533,6352010BC5965S0019LZ,2,"25.102,94","0,437","128,94",40,"168,94",25102.94,0.437,128.94,168.94,6352010,BC5965S,0019,LZ,BC5965,Puerto / Aduanas
1008432,470953,5227002BC5957N0075LS,2,"25.137,79","0,438","128,94",40,"168,94",25137.79,0.438,128.94,168.94,5227002,BC5957N,0075,LS,BC5957,Arenal / Canal / Montañar
1027154,477477,4871009BC5947S0013UK,2,"25.273,50","0,440","128,96",40,"168,96",25273.5,0.44,128.96,168.96,4871009,BC5947S,0013,UK,BC5947,Casco urbano / Pueblo
1008956,481902,5454139BC5955S0001BW,2,"25.338,10","0,442","128,97",40,"168,97",25338.1,0.442,128.97,168.97,5454139,BC5955S,0001,BW,BC5955,Arenal / Canal / Montañar
1008454,505668,5227002BC5957N0014XG,2,"25.968,76","0,453","129,07",40,"169,07",25968.76,0.453,129.07,169.07,5227002,BC5957N,0014,XG,BC5957,Arenal / Canal / Montañar
1008416,489609,5227002BC5957N0002DY,2,"25.968,76","0,453","129,07",40,"169,07",25968.76,0.453,129.07,169.07,5227002,BC5957N,0002,DY,BC5957,Arenal / Canal / Montañar
1008403,505978,5227002BC5957N0005HO,2,"25.968,76","0,453","129,07",40,"169,07",25968.76,0.453,129.07,169.07,5227002,BC5957N,0005,HO,BC5957,Arenal / Canal / Montañar
1003171,486781,6551001BC5965S0158BT,2,"26.045,97","0,454","129,09",40,"169,09",26045.97,0.454,129.09,169.09,6551001,BC5965S,0158,BT,BC5965,Puerto / Aduanas
1001545,495019,5656516BC5955N0027SF,2,"26.579,08","0,463","129,17",40,"169,17",26579.08,0.463,129.17,169.17,5656516,BC5955N,0027,SF,BC5955,Arenal / Canal / Montañar
1002484,482009,6551001BC5965S0191KE,2,"26.883,14","0,469","129,22",40,"169,22",26883.14,0.469,129.22,169.22,6551001,BC5965S,0191,KE,BC5965,Puerto / Aduanas
1024049,478410,4876901BC5947N0043JI,2,"27.199,72","0,474","129,27",40,"169,27",27199.72,0.474,129.27,169.27,4876901,BC5947N,0043,JI,BC5947,Casco urbano / Pueblo
1002638,502161,6749501BC5964N0053ZK,2,"27.767,65","0,484","129,36",40,"169,36",27767.65,0.484,129.36,169.36,6749501,BC5964N,0053,ZK,BC5964,Puerto / Aduanas
1010627,508248,2779307BC5928S0006LM,2,"28.090,56","0,490","129,41",40,"169,41",28090.56,0.49,129.41,169.41,2779307,BC5928S,0006,LM,BC5928,Rafalet / Lluca / Covatelles
1021553,480970,4877001BC5947N0022JH,2,"29.424,42","0,513","129,62",40,"169,62",29424.42,0.513,129.62,169.62,4877001,BC5947N,0022,JH,BC5947,Casco urbano / Pueblo
1024786,477903,5368406BC5956N0001JA,2,"31.254,04","0,545","129,90",40,"169,90",31254.04,0.545,129.9,169.9,5368406,BC5956N,0001,JA,BC5956,Arenal / Canal / Montañar
1021377,490079,5560001BC5955N0063DG,2,"31.376,84","0,547","129,92",40,"169,92",31376.84,0.547,129.92,169.92,5560001,BC5955N,0063,DG,BC5955,Arenal / Canal / Montañar
